Age	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	isPublic	isStatic	isGetterSetter	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	TangledWMoveandFileRename	Buggycommiit	RiskyCommit	file	
323	14,14,17	0.07142857142857142,0.07142857142857142,0.11764705882352941	0.040123362094163895,0.04073762893676758,0.002026708098128438	0.0038045644883238326,0.0028131447725443393,1.8504528532745993E-4	1,1,1	4,4,5	6,6,7	2.7,2.7,3.33	1,1,1	5,5,8	86.0,87.0,111.0	95.33558654785156,95.22950744628906,90.38165283203125	0,1,1	0,1,1	0,0,0	1,1,1	0,0,0	0,112,232	0,1,6	0,2,7	0,9,235	0,5,1	0,0,0	0,1,0	4048.json	
370	3	0.0	0.9303447604179382	0.937653009029992	0	0	1	1.89	0	0	13.0	132.9956512451172	1	0	0	0	0	0	0	0	0	0	0	0	3764.json	
766	3	0.0	0.9436360597610474	0.9266551864323997	0	0	1	0.94	0	0	15.0	132.086669921875	1	0	1	1	0	0	0	0	0	0	0	0	3926.json	
385	3	0.0	0.9424335956573486	0.958518537429794	0	0	1	1.89	0	1	13.0	133.18099975585938	1	0	0	0	0	0	0	0	0	0	0	0	2076.json	
387	3,3	0.0,0.0	0.8642897605895996,0.5360212326049805	0.8815319057788731,0.6895331380808277	0,0	0,0	1,1	1.89,1.89	0,0	1,1	15.0,19.0	132.086669921875,130.45266723632812	1,1	0,0	0,0	1,1	0,0	0,180	0,1	0,2	0,59	0,9	0,0	0,0	3996.json	
938	7,7,7,4	0.0,0.0,0.0,0.0	0.0547037273645401,0.22533018887043,0.2731596827507019,0.27828845381736755	0.025112955694861543,0.047024515819024525,0.03998123019235199,0.6658352161066021	0,0,0,0	0,0,0,0	1,1,1,1	5.17,5.17,5.17,2.0	0,0,0,0	5,1,1,2	60.0,58.0,58.0,27.0	109.97083282470703,110.2835922241211,110.2835922241211,123.85247039794922	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,258,259,406	0,4,1,1	0,8,2,5	0,68,7,156	0,16,127,9	0,0,0,0	0,0,1,0	1306.json	
791	3,3,3	0.0,0.0,0.0	0.7340269088745117,0.852753221988678,0.8450840711593628	0.8636361029038452,0.9524041619368337,0.9400106232129168	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	1,0,0	18.0,12.0,12.0	130.85629272460938,133.59722900390625,133.59722900390625	1,1,1	0,0,0	0,1,1	1,0,0	0,0,0	0,145,262	0,2,1	0,4,2	0,32,9	0,392,50	0,0,0	0,0,0	2691.json	
92	4	0.0	0.7748292684555054	0.9326626631895568	0	0	1	1.73	0	1	16.0	127.09062194824219	1	0	0	0	0	0	0	0	0	0	0	0	142.json	
578	3,3,3	0.0,0.0,0.0	0.014147606678307056,0.014147606678307056,0.3167349398136139	0.30832506927718956,0.30832506927718956,0.5238255406577673	0,0,0	0,0,0	1,1,1	1.89,1.89,1.89	0,0,0	2,2,2	30.0,30.0,26.0	127.59099578857422,127.59099578857422,128.41912841796875	1,1,1	0,0,0	0,0,0	2,2,1	0,0,0	0,8,367	0,0,3	0,0,6	0,0,99	0,4,163	0,0,0	0,1,0	1545.json	
1011	5,7,6,6,6,6	0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666	0.09054733067750931,0.04150323569774628,0.03425697982311249,0.020655976608395576,0.024813050404191017,0.024813050404191017	0.29562993886643035,0.16956502638387297,0.18583120909270304,0.037900345141714996,0.1536943346796984,0.1536943346796984	0,2,2,2,2,2	0,1,1,1,1,1	1,2,2,2,2,2	1.96,3.02,3.27,3.27,3.27,3.27	0,1,1,1,1,1	4,5,4,5,4,4	34.0,44.0,41.0,49.0,41.0,41.0	118.58592224121094,111.3536376953125,114.28445434570312,113.11126708984375,114.28445434570312,114.28445434570312	1,1,1,1,1,1	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,3,365,454,454,598	0,4,0,1,1,0	0,6,1,2,2,0	0,72,25,59,2,0	0,103,392,6,7,91	0,1,0,0,0,0	0,1,0,0,1,0	2788.json	
